time, input_signal, output_signal
0.,0,0.
0.1,0,0.
0.2,0,0.
0.30000000000000004,0,0.
0.4,0,0.
0.5,0,0.
0.6000000000000001,0,0.
0.7000000000000001,0,0.
0.8,0,0.
0.9,0,0.
1.,1,0.
1.1,1,0.09516258196404048
1.2000000000000002,1,0.1812692469220183
1.3,1,0.2591817793182821
1.4000000000000001,1,0.3296799539643608
1.5,1,0.3934693402873666
1.6,1,0.4511883639059736
1.7000000000000002,1,0.5034146962085906
1.8,1,0.5506710358827784
1.9000000000000001,1,0.593430340259401
2.,1,0.6321205588285577
2.1,1,0.6671289163019205
2.2,1,0.698805788087798
2.3000000000000003,1,0.7274682069659875
2.4000000000000004,1,0.7534030360583936
2.5,1,0.7768698398515702
2.6,1,0.7981034820053446
2.7,1,0.8173164759472654
2.8000000000000003,1,0.8347011117784136
2.9000000000000004,1,0.850431380777365
3.,1,0.8646647167633873
3.1,1,0.8775435717470181
3.2,1,0.8891968416376661
3.3000000000000003,1,0.8997411562771963
3.4000000000000004,1,0.9092820467105875
3.5,1,0.9179150013761012
3.6,1,0.9257264217856661
3.7,1,0.9327944872602503
3.8000000000000003,1,0.9391899373747821
3.9000000000000004,1,0.9449767799435927
4.,1,0.950212931632136
4.1000000000000005,1,0.9549507976064422
4.2,1,0.9592377960216338
4.3,1,0.96311683259876
4.4,1,0.9666267300396739
4.5,1,0.9698026165776815
4.6000000000000005,1,0.9726762775527075
4.7,1,0.9752764735296606
4.800000000000001,1,0.9776292281438345
4.9,1,0.9797580885541957
5.,1,0.9816843611112658
5.1000000000000005,1,0.9834273245982388
5.2,1,0.9850044231795223
5.300000000000001,1,0.9864314409877991
5.4,1,0.9877226600969315
5.5,1,0.9888910034617577
5.6000000000000005,1,0.9899481642553665
5.7,1,0.9909047228983042
5.800000000000001,1,0.99177025295098
5.9,1,0.9925534169290756
6.,0,0.9932620530009145
6.1000000000000005,0,0.8987406714704435
6.2,0,0.813214188657221
6.300000000000001,0,0.7358266267748071
6.4,0,0.6658034650930265
6.5,0,0.6024438882741694
6.6000000000000005,0,0.5451137723775432
6.7,0,0.4932393383339382
6.800000000000001,0,0.4463014093718455
6.9,0,0.4038302149218306
7.,0,0.36540068899477596
7.1000000000000005,0,0.3306282159785936
7.2,0,0.2991647812759063
7.300000000000001,0,0.27069548825698353
7.4,0,0.2449354066684324
7.5,0,0.22162672095545222
7.6000000000000005,0,0.20053614995710733
7.7,0,0.18145261215006114
7.800000000000001,0,0.16418511307374162
7.9,0,0.14856083379358642
8.,0,0.13442340127105823
8.1,0,0.12163132332971605
8.200000000000001,0,0.11005657255395707
8.3,0,0.09958330494760981
8.4,0,0.09010670052828285
8.5,0,0.08153191425375106
8.6,0,0.07377312678089332
8.700000000000001,0,0.06675268555686298
8.8,0,0.06040032764623815
8.9,0,0.05465247651594818
9.,0,0.049451605739961435
9.1,0,0.04474566325547891
9.200000000000001,0,0.040487550408394024
9.3,0,0.036634650574132066
9.4,0,0.03314840263614727
9.5,0,0.02999391505330784
9.600000000000001,0,0.027139616653624965
9.700000000000001,0,0.024556940659351767
9.8,0,0.02222003878107004
9.9,0,0.020105522519322294
10.,0,0.01819222908464757
10.100000000000001,0,0.016461009593271125
10.200000000000001,0,0.014894537418640552
10.3,0,0.013477134780722766
10.4,0,0.012194615837511802
10.5,0,0.01103414470835462
10.600000000000001,0,0.009984107008142673
10.700000000000001,0,0.009033993606642587
10.8,0,0.00817429544958781
10.9,0,0.007396408388868236
11.,0,0.006692547069322985
11.100000000000001,0,0.0060556670102903665
11.200000000000001,0,0.005479394102076651
11.3,0,0.004957960811724504
11.4,0,0.004486148459604267
11.5,0,0.004059234989114313
11.600000000000001,0,0.003672947706751417
11.700000000000001,0,0.003323420519558029
11.8,0,0.0030071552419647096
11.9,0,0.0027209865847726
12.,0,0.0024620504758761097
12.100000000000001,0,0.002227755395665887
12.200000000000001,0,0.0020157564402299988
12.3,0,0.00182393185276708
12.4,0,0.0016503617883313337
12.5,0,0.0014933090993789477
12.600000000000001,0,0.0013512019498116423
12.700000000000001,0,0.0012226180835126499
12.8,0,0.0011062705899297365
12.9,0,0.0010009950242412247
13.,0,0.0009057377532011301
13.100000000000001,0,0.0008195454100242694
13.200000000000001,0,0.0007415553527696517
13.3,0,0.000670987030730763
13.4,0,0.0006071341724220858
13.5,0,0.0005493577169757291
13.600000000000001,0,0.0004970794182064253
13.700000000000001,0,0.0004497760573287657
13.8,0,0.00040697420640778414
13.9,0,0.0003682454901332566
14.,0,0.0003332022984955385
14.100000000000001,0,0.00030149390745437543
14.200000000000001,0,0.0002728029687745215
14.3,0,0.0002468423338984893
14.4,0,0.00022335218006663826
14.5,0,0.00020209740992427339
14.600000000000001,0,0.0001828652985875756
14.700000000000001,0,0.00016546336462242017
14.8,0,0.00014971744362446415
14.9,0,0.00013546994512414479
15.,0,0.0001225782753675464
15.100000000000001,0,0.00011091341019087153
15.200000000000001,0,0.00010035860370272154
15.3,0,0.00009080821985196774
15.4,0,0.0000821666751873451
15.5,0,0.00007434748222512333
15.600000000000001,0,0.00006727238385406675
15.700000000000001,0,0.00006087057011161523
15.8,0,0.00005507796949422161
15.9,0,0.000049836607707742786
16.,0,0.000045094027442016404
16.1,0,0.000040802763359382155
16.2,0,0.000036919867046902866
16.3,0,0.000033406477172870375
16.400000000000002,0,0.000030227430550811007
16.5,0,0.000027350910213441715
16.6,0,0.00002474812697850215
16.7,0,0.000022393031316458867
16.8,0,0.000020262052638386763
16.900000000000002,0,0.000018333863393449334
17.,0,0.000016589165615532586
17.1,0,0.000015010497782963483
